Ref_Date,GEO,Geographical classification,DON,Vector,Coordinate,Value
2011,"Kawartha Lakes, Ontario",35530,Canadian index of median total income,v61487250,102.31,94.1
2012,"Kawartha Lakes, Ontario",35530,Canadian index of median total income,v61487250,102.31,94.4
2011,"Kawartha Lakes, Ontario",35530,Provincial index of median total income,v61487251,102.32,93.8
2012,"Kawartha Lakes, Ontario",35530,Provincial index of median total income,v61487251,102.32,94.5
2011,"Kawartha Lakes, Ontario",35530,Number of persons reporting employment income and/or Employment Insurance,v61487252,102.34,39250
2012,"Kawartha Lakes, Ontario",35530,Number of persons reporting employment income and/or Employment Insurance,v61487252,102.34,38150
2011,"Kawartha Lakes, Ontario",35530,Percentage of females reporting employment income and/or Employment Insurance,v61487253,102.35,47
2012,"Kawartha Lakes, Ontario",35530,Percentage of females reporting employment income and/or Employment Insurance,v61487253,102.35,47
2011,"Kawartha Lakes, Ontario",35530,Percentage of persons with labour income receiving Employment Insurance,v61487254,102.36,13
2012,"Kawartha Lakes, Ontario",35530,Percentage of persons with labour income receiving Employment Insurance,v61487254,102.36,13
2011,"Kawartha Lakes, Ontario",35530,"Median employment income, males (dollars)",v61487255,102.37,28030
2012,"Kawartha Lakes, Ontario",35530,"Median employment income, males (dollars)",v61487255,102.37,29320
2011,"Kawartha Lakes, Ontario",35530,"Median employment income, females (dollars)",v61487256,102.38,21920
2012,"Kawartha Lakes, Ontario",35530,"Median employment income, females (dollars)",v61487256,102.38,23210
2011,"Kawartha Lakes, Ontario",35530,"Median employment income, both sexes (dollars)",v61487257,102.39,24510
2012,"Kawartha Lakes, Ontario",35530,"Median employment income, both sexes (dollars)",v61487257,102.39,25740
2011,"Kawartha Lakes, Ontario",35530,Number of persons reporting Canada Child Tax Benefits,v61487258,102.4,7250
2012,"Kawartha Lakes, Ontario",35530,Number of persons reporting Canada Child Tax Benefits,v61487258,102.4,6910
2011,"Kawartha Lakes, Ontario",35530,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v61487259,102.41,24570
2012,"Kawartha Lakes, Ontario",35530,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v61487259,102.41,24095
2011,"Centre Wellington, Ontario",35531,Number of taxfilers,v61487260,103.1,19410
2012,"Centre Wellington, Ontario",35531,Number of taxfilers,v61487260,103.1,19640
2011,"Centre Wellington, Ontario",35531,Percentage of taxfilers aged 0 to 24 years,v61487261,103.3,13
2012,"Centre Wellington, Ontario",35531,Percentage of taxfilers aged 0 to 24 years,v61487261,103.3,12
2011,"Centre Wellington, Ontario",35531,Percentage of taxfilers aged 25 to 44 years,v61487262,103.4,29
2012,"Centre Wellington, Ontario",35531,Percentage of taxfilers aged 25 to 44 years,v61487262,103.4,29
2011,"Centre Wellington, Ontario",35531,Percentage of taxfilers aged 45 to 64 years,v61487263,103.5,36
2012,"Centre Wellington, Ontario",35531,Percentage of taxfilers aged 45 to 64 years,v61487263,103.5,36
2011,"Centre Wellington, Ontario",35531,Percentage of taxfilers aged 65 years and over,v61487264,103.6,22
2012,"Centre Wellington, Ontario",35531,Percentage of taxfilers aged 65 years and over,v61487264,103.6,23
2011,"Centre Wellington, Ontario",35531,Average age of taxfilers (years),v61487265,103.7,49
2012,"Centre Wellington, Ontario",35531,Average age of taxfilers (years),v61487265,103.7,49
2011,"Centre Wellington, Ontario",35531,"Percentage of taxfilers, female",v61487266,103.8,52
2012,"Centre Wellington, Ontario",35531,"Percentage of taxfilers, female",v61487266,103.8,52
2011,"Centre Wellington, Ontario",35531,"Percentage of taxfilers, married",v61487267,103.9,59
2012,"Centre Wellington, Ontario",35531,"Percentage of taxfilers, married",v61487267,103.9,59
2011,"Centre Wellington, Ontario",35531,Percentage of taxfilers in apartments,v61487268,103.1,1
2012,"Centre Wellington, Ontario",35531,Percentage of taxfilers in apartments,v61487268,103.1,1
2011,"Centre Wellington, Ontario",35531,Number of persons,v61487269,103.11,25060
2012,"Centre Wellington, Ontario",35531,Number of persons,v61487269,103.11,25220
2011,"Centre Wellington, Ontario",35531,Percentage of persons aged 0 to 24 years,v61487270,103.13,32
2012,"Centre Wellington, Ontario",35531,Percentage of persons aged 0 to 24 years,v61487270,103.13,31
2011,"Centre Wellington, Ontario",35531,Percentage of persons aged 25 to 44 years,v61487271,103.14,23
2012,"Centre Wellington, Ontario",35531,Percentage of persons aged 25 to 44 years,v61487271,103.14,23
2011,"Centre Wellington, Ontario",35531,Percentage of persons aged 45 to 64 years,v61487272,103.15,28
2012,"Centre Wellington, Ontario",35531,Percentage of persons aged 45 to 64 years,v61487272,103.15,28
2011,"Centre Wellington, Ontario",35531,Percentage of persons aged 65 years and over,v61487273,103.16,17
2012,"Centre Wellington, Ontario",35531,Percentage of persons aged 65 years and over,v61487273,103.16,18
2011,"Centre Wellington, Ontario",35531,Average age of persons (years),v61487274,103.17,40
2012,"Centre Wellington, Ontario",35531,Average age of persons (years),v61487274,103.17,40
2011,"Centre Wellington, Ontario",35531,"Percentage of persons, female",v61487275,103.18,51
2012,"Centre Wellington, Ontario",35531,"Percentage of persons, female",v61487275,103.18,51
2011,"Centre Wellington, Ontario",35531,"Percentage of persons, married",v61487276,103.19,46
2012,"Centre Wellington, Ontario",35531,"Percentage of persons, married",v61487276,103.19,46
2011,"Centre Wellington, Ontario",35531,Percentage of persons in apartments,v61487277,103.2,1
2012,"Centre Wellington, Ontario",35531,Percentage of persons in apartments,v61487277,103.2,1
2011,"Centre Wellington, Ontario",35531,Number of persons with total income,v61487278,103.21,19340
2012,"Centre Wellington, Ontario",35531,Number of persons with total income,v61487278,103.21,19460
2011,"Centre Wellington, Ontario",35531,"Percentage of persons with total income $15,000 and over",v61487279,103.22,80
2012,"Centre Wellington, Ontario",35531,"Percentage of persons with total income $15,000 and over",v61487279,103.22,80
2011,"Centre Wellington, Ontario",35531,"Percentage of persons with total income $25,000 and over",v61487280,103.23,64
2012,"Centre Wellington, Ontario",35531,"Percentage of persons with total income $25,000 and over",v61487280,103.23,65
2011,"Centre Wellington, Ontario",35531,"Percentage of persons with total income $35,000 and over",v61487281,103.24,51
2012,"Centre Wellington, Ontario",35531,"Percentage of persons with total income $35,000 and over",v61487281,103.24,52
2011,"Centre Wellington, Ontario",35531,"Percentage of persons with total income $50,000 and over",v61487282,103.25,32
2012,"Centre Wellington, Ontario",35531,"Percentage of persons with total income $50,000 and over",v61487282,103.25,34
2011,"Centre Wellington, Ontario",35531,"Percentage of persons with total income $75,000 and over",v61487283,103.26,15
2012,"Centre Wellington, Ontario",35531,"Percentage of persons with total income $75,000 and over",v61487283,103.26,16
2011,"Centre Wellington, Ontario",35531,"Percentage of persons with total income $100,000 and over",v61487284,103.27,6
2012,"Centre Wellington, Ontario",35531,"Percentage of persons with total income $100,000 and over",v61487284,103.27,7
2011,"Centre Wellington, Ontario",35531,"Median total income, males (dollars)",v61487285,103.28,44810
2012,"Centre Wellington, Ontario",35531,"Median total income, males (dollars)",v61487285,103.28,45690
2011,"Centre Wellington, Ontario",35531,"Median total income, females (dollars)",v61487286,103.29,27750
2012,"Centre Wellington, Ontario",35531,"Median total income, females (dollars)",v61487286,103.29,29160
2011,"Centre Wellington, Ontario",35531,"Median total income, both sexes (dollars)",v61487287,103.3,35490
2012,"Centre Wellington, Ontario",35531,"Median total income, both sexes (dollars)",v61487287,103.3,36640
2011,"Centre Wellington, Ontario",35531,Canadian index of median total income,v61487288,103.31,117.6
2012,"Centre Wellington, Ontario",35531,Canadian index of median total income,v61487288,103.31,117
2011,"Centre Wellington, Ontario",35531,Provincial index of median total income,v61487289,103.32,117.2
2012,"Centre Wellington, Ontario",35531,Provincial index of median total income,v61487289,103.32,117
2011,"Centre Wellington, Ontario",35531,Number of persons reporting employment income and/or Employment Insurance,v61487290,103.34,14780
2012,"Centre Wellington, Ontario",35531,Number of persons reporting employment income and/or Employment Insurance,v61487290,103.34,14880
2011,"Centre Wellington, Ontario",35531,Percentage of females reporting employment income and/or Employment Insurance,v61487291,103.35,48
2012,"Centre Wellington, Ontario",35531,Percentage of females reporting employment income and/or Employment Insurance,v61487291,103.35,48
2011,"Centre Wellington, Ontario",35531,Percentage of persons with labour income receiving Employment Insurance,v61487292,103.36,11
2012,"Centre Wellington, Ontario",35531,Percentage of persons with labour income receiving Employment Insurance,v61487292,103.36,9
2011,"Centre Wellington, Ontario",35531,"Median employment income, males (dollars)",v61487293,103.37,43200
2012,"Centre Wellington, Ontario",35531,"Median employment income, males (dollars)",v61487293,103.37,44510
2011,"Centre Wellington, Ontario",35531,"Median employment income, females (dollars)",v61487294,103.38,25870
2012,"Centre Wellington, Ontario",35531,"Median employment income, females (dollars)",v61487294,103.38,27030
2011,"Centre Wellington, Ontario",35531,"Median employment income, both sexes (dollars)",v61487295,103.39,34000
2012,"Centre Wellington, Ontario",35531,"Median employment income, both sexes (dollars)",v61487295,103.39,35090
2011,"Centre Wellington, Ontario",35531,Number of persons reporting Canada Child Tax Benefits,v61487296,103.4,2720
2012,"Centre Wellington, Ontario",35531,Number of persons reporting Canada Child Tax Benefits,v61487296,103.4,2670
2011,"Centre Wellington, Ontario",35531,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v61487297,103.41,8075
2012,"Centre Wellington, Ontario",35531,"Amount for persons reporting Canada Child Tax Benefits (Dollars) (dollars x 1,000)",v61487297,103.41,8155
2011,"Oshawa, Ontario",35532,Number of taxfilers,v16943361,18.1,262530
2012,"Oshawa, Ontario",35532,Number of taxfilers,v16943361,18.1,266630
2011,"Oshawa, Ontario",35532,Percentage of taxfilers aged 0 to 24 years,v16943363,18.3,13
2012,"Oshawa, Ontario",35532,Percentage of taxfilers aged 0 to 24 years,v16943363,18.3,13
2011,"Oshawa, Ontario",35532,Percentage of taxfilers aged 25 to 44 years,v16943364,18.4,35
2012,"Oshawa, Ontario",35532,Percentage of taxfilers aged 25 to 44 years,v16943364,18.4,34
2011,"Oshawa, Ontario",35532,Percentage of taxfilers aged 45 to 64 years,v16943365,18.5,36
2012,"Oshawa, Ontario",35532,Percentage of taxfilers aged 45 to 64 years,v16943365,18.5,36
2011,"Oshawa, Ontario",35532,Percentage of taxfilers aged 65 years and over,v16943366,18.6,17
2012,"Oshawa, Ontario",35532,Percentage of taxfilers aged 65 years and over,v16943366,18.6,18
2011,"Oshawa, Ontario",35532,Average age of taxfilers (years),v16943367,18.7,47
2012,"Oshawa, Ontario",35532,Average age of taxfilers (years),v16943367,18.7,47
2011,"Oshawa, Ontario",35532,"Percentage of taxfilers, female",v16943368,18.8,53
2012,"Oshawa, Ontario",35532,"Percentage of taxfilers, female",v16943368,18.8,53
2011,"Oshawa, Ontario",35532,"Percentage of taxfilers, married",v16943369,18.9,53
2012,"Oshawa, Ontario",35532,"Percentage of taxfilers, married",v16943369,18.9,53
2011,"Oshawa, Ontario",35532,Percentage of taxfilers in apartments,v16943370,18.1,8
2012,"Oshawa, Ontario",35532,Percentage of taxfilers in apartments,v16943370,18.1,8
2011,"Oshawa, Ontario",35532,Number of persons,v16943371,18.11,348170
2012,"Oshawa, Ontario",35532,Number of persons,v16943371,18.11,352590
2011,"Oshawa, Ontario",35532,Percentage of persons aged 0 to 24 years,v16943373,18.13,33
2012,"Oshawa, Ontario",35532,Percentage of persons aged 0 to 24 years,v16943373,18.13,33
2011,"Oshawa, Ontario",35532,Percentage of persons aged 25 to 44 years,v16943374,18.14,26
2012,"Oshawa, Ontario",35532,Percentage of persons aged 25 to 44 years,v16943374,18.14,26
2011,"Oshawa, Ontario",35532,Percentage of persons aged 45 to 64 years,v16943375,18.15,27
2012,"Oshawa, Ontario",35532,Percentage of persons aged 45 to 64 years,v16943375,18.15,27
2011,"Oshawa, Ontario",35532,Percentage of persons aged 65 years and over,v16943376,18.16,13
2012,"Oshawa, Ontario",35532,Percentage of persons aged 65 years and over,v16943376,18.16,13
2011,"Oshawa, Ontario",35532,Average age of persons (years),v16943377,18.17,38
2012,"Oshawa, Ontario",35532,Average age of persons (years),v16943377,18.17,38
2011,"Oshawa, Ontario",35532,"Percentage of persons, female",v16943378,18.18,52
2012,"Oshawa, Ontario",35532,"Percentage of persons, female",v16943378,18.18,52
2011,"Oshawa, Ontario",35532,"Percentage of persons, married",v16943379,18.19,41
2012,"Oshawa, Ontario",35532,"Percentage of persons, married",v16943379,18.19,40
2011,"Oshawa, Ontario",35532,Percentage of persons in apartments,v16943380,18.2,8
2012,"Oshawa, Ontario",35532,Percentage of persons in apartments,v16943380,18.2,7
2011,"Oshawa, Ontario",35532,Number of persons with total income,v16943381,18.21,260770
2012,"Oshawa, Ontario",35532,Number of persons with total income,v16943381,18.21,262960
2011,"Oshawa, Ontario",35532,"Percentage of persons with total income $15,000 and over",v16943382,18.22,77
2012,"Oshawa, Ontario",35532,"Percentage of persons with total income $15,000 and over",v16943382,18.22,78
2011,"Oshawa, Ontario",35532,"Percentage of persons with total income $25,000 and over",v16943383,18.23,62
2012,"Oshawa, Ontario",35532,"Percentage of persons with total income $25,000 and over",v16943383,18.23,63
2011,"Oshawa, Ontario",35532,"Percentage of persons with total income $35,000 and over",v16943384,18.24,50
2012,"Oshawa, Ontario",35532,"Percentage of persons with total income $35,000 and over",v16943384,18.24,51
2011,"Oshawa, Ontario",35532,"Percentage of persons with total income $50,000 and over",v16943385,18.25,34
2012,"Oshawa, Ontario",35532,"Percentage of persons with total income $50,000 and over",v16943385,18.25,35
2011,"Oshawa, Ontario",35532,"Percentage of persons with total income $75,000 and over",v16943386,18.26,17
2012,"Oshawa, Ontario",35532,"Percentage of persons with total income $75,000 and over",v16943386,18.26,18
2011,"Oshawa, Ontario",35532,"Percentage of persons with total income $100,000 and over",v16943387,18.27,7
2012,"Oshawa, Ontario",35532,"Percentage of persons with total income $100,000 and over",v16943387,18.27,8
2011,"Oshawa, Ontario",35532,"Median total income, males (dollars)",v16943388,18.28,44790
2012,"Oshawa, Ontario",35532,"Median total income, males (dollars)",v16943388,18.28,45660
